BFAM,Bright Horizons Family Solution,BFAM
DT,"Dynatrace, Inc.",DT
NKLA,Nikola Corporation,NKLA
AAP,Advance Auto Parts Inc.,AAP
GWRE,"Guidewire Software, Inc.",GWRE
ICLR,ICON plc,ICLR
PLUG,"Plug Power, Inc.",PLUG
RGEN,Repligen Corporation,RGEN
FFIV,"F5, Inc.",FFIV
CG,The Carlyle Group Inc.,CG
VTRS,Viatris Inc.,VTRS
GL,Globe Life Inc.,GL
SBSW,D/B/A Sibanye-Stillwater Limite,SBSW
XPO,"XPO Logistics, Inc.",XPO
TAP,Molson Coors Beverage Company,TAP
FIVN,"Five9, Inc.",FIVN
CPT,Camden Property Trust,CPT
CNA,CNA Financial Corporation,CNA
WLK,Westlake Corporation,WLK
TTC,Toro Company (The),TTC
GLPI,"Gaming and Leisure Properties, ",GLPI
BCH,Banco De Chile Banco De Chile,BCH
KGC,Kinross Gold Corporation,KGC
PNW,Pinnacle West Capital Corporati,PNW
MMP,Magellan Midstream Partners L.P,MMP
ESTC,Elastic N.V.,ESTC
SMG,Scotts Miracle-Gro Company (The,SMG
RE,"Everest Re Group, Ltd.",RE
SNA,Snap-On Incorporated,SNA
PWR,"Quanta Services, Inc.",PWR
PEN,"Penumbra, Inc.",PEN
CMS-PB,CMS Energy Corporation Preferre,CMS-PB
ZLAB,Zai Lab Limited,ZLAB
AU,AngloGold Ashanti Limited,AU
BWA,BorgWarner Inc.,BWA
BSY,"Bentley Systems, Incorporated",BSY
PLAN,"Anaplan, Inc.",PLAN
AQN,Algonquin Power & Utilities Cor,AQN
AOS,A.O. Smith Corporation,AOS
KOF,Coca Cola Femsa S.A.B. de C.V.,KOF
GPS,"Gap, Inc. (The)",GPS
EBR,Centrais Electricas Brasileiras,EBR
FSLY,"Fastly, Inc.",FSLY
CHGG,"Chegg, Inc.",CHGG
HSIC,"Henry Schein, Inc.",HSIC
VST,Vistra Corp.,VST
SJR,Shaw Communications Inc.,SJR
NI,NiSource Inc,NI
MHK,"Mohawk Industries, Inc.",MHK
AMH,American Homes 4 Rent,AMH
FSLR,"First Solar, Inc.",FSLR
RNR,RenaissanceRe Holdings Ltd.,RNR
ARMK,Aramark,ARMK
WSO,"Watsco, Inc.",WSO
CGC,Canopy Growth Corporation,CGC
AZPN,"Aspen Technology, Inc.",AZPN
PNR,Pentair plc.,PNR
WU,Western Union Company (The),WU
DLB,Dolby Laboratories,DLB
TS,Tenaris S.A.,TS
TREX,"Trex Company, Inc.",TREX
FIVE,"Five Below, Inc.",FIVE
NWL,Newell Brands Inc.,NWL
BILL,"Bill.com Holdings, Inc.",BILL
LNC,Lincoln National Corporation,LNC
BYND,"Beyond Meat, Inc.",BYND
MORN,"Morningstar, Inc.",MORN
HUBB,Hubbell Inc,HUBB
DOX,Amdocs Limited,DOX
ACAD,ACADIA Pharmaceuticals Inc.,ACAD
NVTA,Invitae Corporation,NVTA
Y,Alleghany Corporation,Y
RH,RH,RH
STOR,STORE Capital Corporation,STOR
IPG,"Interpublic Group of Companies,",IPG
LEA,Lear Corporation,LEA
SCI,Service Corporation Internation,SCI
GFI,Gold Fields Limited,GFI
BSAC,Banco Santander - Chile,BSAC
APPN,Appian Corporation,APPN
GFL,GFL Environmental Inc. Subordin,GFL
ATR,"AptarGroup, Inc.",ATR
AGNC,AGNC Investment Corp.,AGNC
FLEX,Flex Ltd.,FLEX
FND,"Floor & Decor Holdings, Inc.",FND
BG,Bunge Limited Bunge Limited,BG
IAA,"IAA, Inc.",IAA
NBIX,"Neurocrine Biosciences, Inc.",NBIX
ACM,AECOM,ACM
ASND,Ascendis Pharma A/S,ASND
GLPG,Galapagos NV,GLPG
QDEL,QuidelOrtho Corporation,QDEL
REG,Regency Centers Corporation,REG
JAZZ,Jazz Pharmaceuticals plc,JAZZ
RGA,"Reinsurance Group of America, I",RGA
UHAL,Amerco,UHAL
AIZ,"Assurant, Inc.",AIZ
ACH,Aluminum Corporation of China L,ACH
CSL,Carlisle Companies Incorporated,CSL
AMED,Amedisys Inc,AMED
TPR,"Tapestry, Inc.",TPR
TECK,Teck Resources Ltd,TECK
GNTX,Gentex Corporation,GNTX
WSM,"Williams-Sonoma, Inc.",WSM
SEIC,SEI Investments Company,SEIC
ALV,"Autoliv, Inc.",ALV
OC,Owens Corning Inc,OC
EHC,Encompass Health Corporation,EHC
OHI,"Omega Healthcare Investors, Inc",OHI
DBX,"Dropbox, Inc.",DBX
SNX,TD SYNNEX Corporation,SNX
DAR,Darling Ingredients Inc.,DAR
LAMR,Lamar Advertising Company,LAMR
AAL,"American Airlines Group, Inc.",AAL
AFG,"American Financial Group, Inc.",AFG
WEX,WEX Inc.,WEX
CRSP,CRISPR Therapeutics AG,CRSP
G,Genpact Limited,G
TTM,Tata Motors Ltd Tata Motors Lim,TTM
BRKR,Bruker Corporation,BRKR
AYX,"Alteryx, Inc.",AYX
CHE,Chemed Corp,CHE
SLV,iShares Silver Trust,SLV
CBSH,"Commerce Bancshares, Inc.",CBSH
KC,Kingsoft Cloud Holdings Limited,KC
VNO,Vornado Realty Trust,VNO
NRG,"NRG Energy, Inc.",NRG
DADA,Dada Nexus Limited,DADA
STLD,"Steel Dynamics, Inc.",STLD
ST,Sensata Technologies Holding pl,ST
RS,Reliance Steel & Aluminum Co.,RS
UGI,UGI Corporation,UGI
MIDD,The Middleby Corporation,MIDD
LAD,"Lithia Motors, Inc.",LAD
RARE,Ultragenyx Pharmaceutical Inc.,RARE
LEVI,Levi Strauss & Co,LEVI
ACI,"Albertsons Companies, Inc.",ACI
IRM,Iron Mountain Incorporated (Del,IRM
OCFT,OneConnect Financial Technology,OCFT
GLOB,Globant S.A.,GLOB
MOS,Mosaic Company (The),MOS
MKSI,"MKS Instruments, Inc.",MKSI
CHDN,"Churchill Downs, Incorporated",CHDN
DNLI,Denali Therapeutics Inc.,DNLI
IVZ,Invesco Ltd,IVZ
BERY,"Berry Global Group, Inc.",BERY
VOYA,"Voya Financial, Inc.",VOYA
JNPR,"Juniper Networks, Inc.",JNPR
KRC,Kilroy Realty Corporation,KRC
LPLA,LPL Financial Holdings Inc.,LPLA
RGLD,"Royal Gold, Inc.",RGLD
AEG,AEGON N.V.,AEG
CIB,BanColombia S.A.,CIB
COLD,"Americold Realty Trust, Inc.",COLD
KNX,Knight-Swift Transportation Hol,KNX
UA,"Under Armour, Inc.",UA
RHI,Robert Half International Inc.,RHI
CMA,Comerica Incorporated,CMA
RBA,Ritchie Bros. Auctioneers Incor,RBA
NTRA,"Natera, Inc.",NTRA
CX,"Cemex, S.A.B. de C.V. Sponsored",CX
MCFE,McAfee Corp.,MCFE
ARWR,"Arrowhead Pharmaceuticals, Inc.",ARWR
IONS,"Ionis Pharmaceuticals, Inc.",IONS
NCNO,"nCino, Inc.",NCNO
DECK,Deckers Outdoor Corporation,DECK
H,Hyatt Hotels Corporation,H
NNN,National Retail Properties,NNN
BHC,Bausch Health Companies Inc.,BHC
SEE,Sealed Air Corporation,SEE
YY,JOYY Inc.,YY
AGCO,AGCO Corporation,AGCO
CF,"CF Industries Holdings, Inc.",CF
FRT,Federal Realty Investment Trust,FRT
WWD,"Woodward, Inc.",WWD
DCI,"Donaldson Company, Inc.",DCI
ARCC,Ares Capital Corporation - Clos,ARCC
SWI,SolarWinds Corporation,SWI
LECO,"Lincoln Electric Holdings, Inc.",LECO
USFD,US Foods Holding Corp.,USFD
JLL,Jones Lang LaSalle Incorporated,JLL
BSMX,"Banco Santander Mexico, S.A., I",BSMX
FHN,First Horizon Corporation,FHN
FUTU,Futu Holdings Limited,FUTU
CASY,"Caseys General Stores, Inc.",CASY
OGE,OGE Energy Corp,OGE
EEFT,"Euronet Worldwide, Inc.",EEFT
ARW,"Arrow Electronics, Inc.",ARW
NYT,New York Times Company (The),NYT
PRGO,Perrigo Company plc,PRGO
AXTA,Axalta Coating Systems Ltd.,AXTA
TMX,"Terminix Global Holdings, Inc.",TMX
ADT,ADT Inc.,ADT
HII,"Huntington Ingalls Industries, ",HII
CIEN,Ciena Corporation,CIEN
IIVI,II-VI Incorporated,IIVI
POST,"Post Holdings, Inc.",POST
NFE,New Fortress Energy Inc.,NFE
TTEK,"Tetra Tech, Inc.",TTEK
IRTC,"iRhythm Technologies, Inc.",IRTC
CUBE,CubeSmart,CUBE
SYNH,"Syneos Health, Inc.",SYNH
WF,Woori Financial Group Inc.,WF
SRCL,"Stericycle, Inc.",SRCL
KIM,Kimco Realty Corporation,KIM
ARES,Ares Management Corporation,ARES
LHCG,LHC Group,LHCG
SMAR,Smartsheet Inc.,SMAR
PSO,"Pearson, Plc",PSO
PAAS,Pan American Silver Corp.,PAAS
BL,"BlackLine, Inc.",BL
GGB,Gerdau S.A.,GGB
FVRR,Fiverr International Ltd.,FVRR
HNP,Huaneng Power Intl,HNP
ZION,Zions Bancorporation N.A.,ZION
CAE,CAE Inc.,CAE
TIMB,TIM S.A.,TIMB
REYN,Reynolds Consumer Products Inc.,REYN
FANG,"Diamondback Energy, Inc. - Comm",FANG
ADPT,Adaptive Biotechnologies Corpor,ADPT
ITT,ITT Inc.,ITT
SITE,"SiteOne Landscape Supply, Inc.",SITE
LITE,Lumentum Holdings Inc.,LITE
BJ,"BJ's Wholesale Club Holdings, I",BJ
PFGC,Performance Food Group Company,PFGC
EWBC,"East West Bancorp, Inc.",EWBC
PHI,PLDT Inc. Sponsored,PHI
VRT,"Vertiv Holdings, LLC",VRT
MANH,"Manhattan Associates, Inc.",MANH
UTHR,United Therapeutics Corporation,UTHR
QTWO,"Q2 Holdings, Inc.",QTWO
FSV,FirstService Corporation,FSV
PAA,"Plains All American Pipeline, L",PAA
REXR,"Rexford Industrial Realty, Inc.",REXR
BLD,TopBuild Corp.,BLD
ALK,"Alaska Air Group, Inc.",ALK
CACI,"CACI International, Inc.",CACI
BTG,B2Gold Corp,BTG
TOL,"Toll Brothers, Inc.",TOL
HTA,"Healthcare Trust of America, In",HTA
JEF,Jefferies Financial Group Inc.,JEF
CD,Chindata Group Holdings Limited,CD
NVRO,Nevro Corp.,NVRO
PAC,Grupo Aeroportuario Del Pacific,PAC
OLLI,Ollie's Bargain Outlet Holdings,OLLI
EXEL,"Exelixis, Inc.",EXEL
RL,Ralph Lauren Corporation,RL
HLF,Herbalife Nutrition Ltd.,HLF
TNDM,"Tandem Diabetes Care, Inc.",TNDM
NCLH,Norwegian Cruise Line Holdings ,NCLH
BHVN,Biohaven Pharmaceutical Holding,BHVN
SON,Sonoco Products Company,SON
MNSO,MINISO Group Holding Limited,MNSO
PLNT,"Planet Fitness, Inc.",PLNT
NLSN,Nielsen N.V.,NLSN
LEG,"Leggett & Platt, Incorporated",LEG
SBS,Companhia de saneamento Basico ,SBS
HAE,Haemonetics Corporation,HAE
KOD,Kodiak Sciences Inc,KOD
NTNX,"Nutanix, Inc.",NTNX
CVE,Cenovus Energy Inc,CVE
SBNY,Signature Bank,SBNY
PII,Polaris Inc.,PII
GMED,"Globus Medical, Inc.",GMED
PB,"Prosperity Bancshares, Inc.",PB
FROG,JFrog Ltd.,FROG
BC,Brunswick Corporation,BC
WES,"Western Midstream Partners, LP",WES
FOLD,"Amicus Therapeutics, Inc.",FOLD
HOG,"Harley-Davidson, Inc.",HOG
CLR,"Continental Resources, Inc.",CLR
CWEN-A,"Clearway Energy, Inc.",CWEN-A
LFUS,"Littelfuse, Inc.",LFUS
SPCE,"Virgin Galactic Holdings, Inc.",SPCE
ANGI,Angi Inc.,ANGI
AVAL,Grupo Aval Acciones y Valores S,AVAL
FAF,First American Corporation (New,FAF
JBL,Jabil Inc.,JBL
DXC,DXC Technology Company,DXC
PVH,PVH Corp.,PVH
DEI,"Douglas Emmett, Inc.",DEI
AMWL,American Well Corporation,AMWL
EGP,"EastGroup Properties, Inc.",EGP
ACC,American Campus Communities Inc,ACC
COLM,Columbia Sportswear Company,COLM
RETA,"Reata Pharmaceuticals, Inc.",RETA
ORI,Old Republic International Corp,ORI
CHH,"Choice Hotels International, In",CHH
LSCC,Lattice Semiconductor Corporati,LSCC
NVAX,"Novavax, Inc.",NVAX
FRPT,"Freshpet, Inc.",FRPT
HUN,Huntsman Corporation,HUN
OSK,Oshkosh Corporation (Holding Co,OSK
TKR,Timken Company (The),TKR
WAL,Western Alliance Bancorporation,WAL
LSI,"Life Storage, Inc.",LSI
BWXT,"BWX Technologies, Inc.",BWXT
CACC,Credit Acceptance Corporation,CACC
FR,"First Industrial Realty Trust, ",FR
ARRY,"Array Technologies, Inc.",ARRY
AZEK,The AZEK Company Inc.,AZEK
MSA,MSA Safety Incorporated,MSA
BPMC,Blueprint Medicines Corporation,BPMC
BBIO,"BridgeBio Pharma, Inc.",BBIO
IOVA,"Iovance Biotherapeutics, Inc.",IOVA
ORCC,Owl Rock Capital Corporation,ORCC
TRGP,"Targa Resources, Inc.",TRGP
AN,"AutoNation, Inc.",AN
ICL,ICL Group Ltd.,ICL
OMF,"OneMain Holdings, Inc.",OMF
KNSL,"Kinsale Capital Group, Inc.",KNSL
TPX,"Tempur Sealy International, Inc",TPX
MPLN,MultiPlan Corporation,MPLN
SID,Companhia Siderurgica Nacional ,SID
BLI,"Berkeley Lights, Inc.",BLI
HQY,"HealthEquity, Inc.",HQY
CFR,"Cullen/Frost Bankers, Inc.",CFR
YETI,"YETI Holdings, Inc.",YETI
MAT,"Mattel, Inc.",MAT
SKX,"Skechers U.S.A., Inc.",SKX
HALO,"Halozyme Therapeutics, Inc.",HALO
VAC,Marriott Vacations Worldwide Co,VAC
FCNCA,"First Citizens BancShares, Inc.",FCNCA
SAIC,SCIENCE APPLICATIONS INTERNATIO,SAIC
DVN,Devon Energy Corporation,DVN
ALLK,Allakos Inc.,ALLK
VNT,Vontier Corporation,VNT
KT,KT Corporation,KT
THO,"Thor Industries, Inc.",THO
ROOT,"Root, Inc.",ROOT
WH,"Wyndham Hotels & Resorts, Inc.",WH
DCT,"Duck Creek Technologies, Inc.",DCT
TXRH,"Texas Roadhouse, Inc.",TXRH
ESNT,Essent Group Ltd.,ESNT
CHNG,Change Healthcare Inc.,CHNG
APPF,"AppFolio, Inc.",APPF
GIL,"Gildan Activewear, Inc.",GIL
TWST,Twist Bioscience Corporation,TWST
PRI,"Primerica, Inc.",PRI
INGR,Ingredion Incorporated,INGR
ESLT,Elbit Systems Ltd.,ESLT
WEN,Wendy's Company (The),WEN
AER,AerCap Holdings N.V.,AER
LSTR,"Landstar System, Inc.",LSTR
PSTG,"Pure Storage, Inc.",PSTG
MAN,ManpowerGroup,MAN
CPRI,Capri Holdings Limited,CPRI
AUY,Yamana Gold Inc.,AUY
HELE,Helen of Troy Limited,HELE
ENIC,Enel Chile S.A.,ENIC
TNET,"TriNet Group, Inc.",TNET
DKS,Dick's Sporting Goods Inc,DKS
STWD,"STARWOOD PROPERTY TRUST, INC. S",STWD
MDU,"MDU Resources Group, Inc.",MDU
HUYA,HUYA Inc.,HUYA
TPTX,"Turning Point Therapeutics, Inc",TPTX
BRX,Brixmor Property Group Inc.,BRX
WSC,WillScot Mobile Mini Holdings C,WSC
BOKF,BOK Financial Corporation,BOKF
SSB,SouthState Corporation,SSB
SLAB,"Silicon Laboratories, Inc.",SLAB
FFIN,"First Financial Bankshares, Inc",FFIN
JHG,Janus Henderson Group plc,JHG
TX,Ternium S.A. Ternium S.A.,TX
GSHD,"Goosehead Insurance, Inc.",GSHD
CW,Curtiss-Wright Corporation,CW
CUZ,Cousins Properties Incorporated,CUZ
SSL,Sasol Ltd.,SSL
TFII,TFI International Inc.,TFII
COTY,Coty Inc.,COTY
VRM,"Vroom, Inc.",VRM
INSP,"Inspire Medical Systems, Inc.",INSP
NOV,NOV Inc.,NOV
LANC,Lancaster Colony Corporation,LANC
PSTH,Pershing Square Tontine Holding,PSTH
EME,"EMCOR Group, Inc.",EME
HBI,Hanesbrands Inc.,HBI
FLO,"Flowers Foods, Inc.",FLO
IMVT,"Immunovant, Inc.",IMVT
NEO,"NeoGenomics, Inc.",NEO
LPL,"LG Display Co, Ltd AMERICAN DEP",LPL
SF,Stifel Financial Corporation,SF
ASH,Ashland Inc.,ASH
RLAY,"Relay Therapeutics, Inc.",RLAY
IART,Integra LifeSciences Holdings C,IART
BLDP,"Ballard Power Systems, Inc.",BLDP
MSM,"MSC Industrial Direct Company, ",MSM
KMPR,Kemper Corporation,KMPR
FSR,Fisker Inc.,FSR
ASR,Grupo Aeroportuario del Sureste,ASR
TFSL,TFS Financial Corporation,TFSL
WMS,"Advanced Drainage Systems, Inc.",WMS
NEP,"NextEra Energy Partners, LP",NEP
SHI,SINOPEC Shangai Petrochemical C,SHI
MSP,Datto Holding Corp.,MSP
DSGX,The Descartes Systems Group Inc,DSGX
PAG,"Penske Automotive Group, Inc.",PAG
NATI,National Instruments Corporatio,NATI
NVST,Envista Holdings Corporation,NVST
RLI,RLI Corp.,RLI
KSS,Kohl's Corporation,KSS
ESGR,Enstar Group Limited,ESGR
AIV,Apartment Investment and Manage,AIV
TV,Grupo Televisa S.A.,TV
SNV,Synovus Financial Corp.,SNV
PPC,Pilgrim's Pride Corporation,PPC
BIGC,"BigCommerce Holdings, Inc. - Se",BIGC
NOMD,Nomad Foods Limited,NOMD
NXST,"Nexstar Media Group, Inc.",NXST
ALSN,"Allison Transmission Holdings, ",ALSN
IDA,"IDACORP, Inc.",IDA
KWR,Quaker Houghton,KWR
TKC,Turkcell Iletisim Hizmetleri AS,TKC
ALLO,"Allogene Therapeutics, Inc.",ALLO
MMS,"Maximus, Inc.",MMS
MRO,Marathon Oil Corporation,MRO
ONEM,"1Life Healthcare, Inc.",ONEM
FOUR,"Shift4 Payments, Inc.",FOUR
STAG,"Stag Industrial, Inc.",STAG
TPL,Texas Pacific Land Corporation,TPL
FIZZ,National Beverage Corp.,FIZZ
LSPD,Lightspeed Commerce Inc. Subord,LSPD
SAIA,"Saia, Inc.",SAIA
DOYU,DouYu International Holdings Li,DOYU
FLS,Flowserve Corporation,FLS
MEDP,"Medpace Holdings, Inc.",MEDP
RDFN,Redfin Corporation,RDFN
SMTC,Semtech Corporation,SMTC
CRUS,"Cirrus Logic, Inc.",CRUS
AL,Air Lease Corporation,AL
HCM,HUTCHMED (China) Limited,HCM
AXS,Axis Capital Holdings Limited,AXS
HLI,"Houlihan Lokey, Inc.",HLI
VIRT,"Virtu Financial, Inc.",VIRT
UNM,Unum Group,UNM
OMCL,"Omnicell, Inc.",OMCL
ALGM,"Allegro MicroSystems, Inc.",ALGM
XRX,Xerox Holdings Corporation,XRX
PHYS,Sprott Physical Gold Trust ETV,PHYS
FATE,"Fate Therapeutics, Inc.",FATE
FL,"Foot Locker, Inc.",FL
IRDM,Iridium Communications Inc,IRDM
ABCM,Abcam plc,ABCM
ROLL,RBC Bearings Incorporated,ROLL
BLDR,"Builders FirstSource, Inc.",BLDR
PTCT,"PTC Therapeutics, Inc.",PTCT
APA,APA Corporation,APA
SDC,"SmileDirectClub, Inc.",SDC
EBS,"Emergent Biosolutions, Inc.",EBS
SLG,SL Green Realty Corp,SLG
EVBG,"Everbridge, Inc.",EVBG
EXPO,"Exponent, Inc.",EXPO
AAN,"Aarons Holdings Company, Inc.",AAN
GPK,Graphic Packaging Holding Compa,GPK
ASGN,ASGN Incorporated,ASGN
UPWK,Upwork Inc.,UPWK
NYCB,"New York Community Bancorp, Inc",NYCB
VVNT,"Vivint Smart Home, Inc.",VVNT
HR,Healthcare Realty Trust Incorpo,HR
AYI,"Acuity Brands, Inc.",AYI
BPOP,"Popular, Inc.",BPOP
RIDE,Lordstown Motors Corp.,RIDE
CYBR,CyberArk Software Ltd.,CYBR
UGP,Ultrapar Participacoes S.A. (Ne,UGP
THG,Hanover Insurance Group Inc,THG
BYD,Boyd Gaming Corporation,BYD
DOOO,BRP Inc.,DOOO
VVV,Valvoline Inc.,VVV
HXL,Hexcel Corporation,HXL
PINC,"Premier, Inc.",PINC
PFSI,"PennyMac Financial Services, In",PFSI
EQT,EQT Corporation,EQT
MTZ,"MasTec, Inc.",MTZ
JBGS,JBG SMITH Properties,JBGS
POWI,"Power Integrations, Inc.",POWI
ENV,"Envestnet, Inc",ENV
SSD,"Simpson Manufacturing Company, ",SSD
PNFP,"Pinnacle Financial Partners, In",PNFP
MSGS,Madison Square Garden Sports Co,MSGS
SLM,SLM Corporation,SLM
GBCI,"Glacier Bancorp, Inc.",GBCI
LESL,"Leslie's, Inc.",LESL
NEA,Nuveen AMT-Free Quality Municip,NEA
SDGR,"Schrodinger, Inc.",SDGR
INSM,"Insmed, Inc.",INSM
OGS,"ONE Gas, Inc.",OGS
JBLU,JetBlue Airways Corporation,JBLU
NOVT,Novanta Inc.,NOVT
TRNO,Terreno Realty Corporation,TRNO
SAIL,SailPoint Technologies Holdings,SAIL
NEU,NewMarket Corp,NEU
MTG,MGIC Investment Corporation,MTG
HPP,"Hudson Pacific Properties, Inc.",HPP
SSRM,SSR Mining Inc.,SSRM
HE,"Hawaiian Electric Industries, I",HE
CLH,"Clean Harbors, Inc.",CLH
HASI,Hannon Armstrong Sustainable In,HASI
LOPE,"Grand Canyon Education, Inc.",LOPE
RAMP,"LiveRamp Holdings, Inc.",RAMP
HHC,Howard Hughes Corporation (The),HHC
CCXI,"ChemoCentryx, Inc.",CCXI
EDU,New Oriental Education & Techno,EDU
FTDR,"frontdoor, inc.",FTDR
CROX,"Crocs, Inc.",CROX
CC,Chemours Company (The),CC
GOOS,Canada Goose Holdings Inc. Subo,GOOS
BKH,Black Hills Corporation,BKH
PNM,"PNM Resources, Inc. (Holding Co",PNM
WTS,"Watts Water Technologies, Inc.",WTS
SRC,"Spirit Realty Capital, Inc.",SRC
TGTX,"TG Therapeutics, Inc.",TGTX
CCJ,Cameco Corporation,CCJ
ICUI,"ICU Medical, Inc.",ICUI
SAGE,"Sage Therapeutics, Inc.",SAGE
SNDR,"Schneider National, Inc.",SNDR
AMG,"Affiliated Managers Group, Inc.",AMG
DAVA,Endava plc,DAVA
EXP,Eagle Materials Inc,EXP
VRNS,"Varonis Systems, Inc.",VRNS
HIW,"Highwoods Properties, Inc.",HIW
NEOG,Neogen Corporation,NEOG
GOCO,"GoHealth, Inc.",GOCO
SFIX,"Stitch Fix, Inc.",SFIX
SHLX,"Shell Midstream Partners, L.P.",SHLX
CRI,"Carter's, Inc.",CRI
LPRO,Open Lending Corporation,LPRO
WING,Wingstop Inc.,WING
UBSI,"United Bankshares, Inc.",UBSI
KBR,"KBR, Inc.",KBR
LAZ,"Lazard LTD. Lazard, LTD.",LAZ
HLNE,Hamilton Lane Incorporated,HLNE
ACHC,"Acadia Healthcare Company, Inc.",ACHC
MRCY,Mercury Systems Inc,MRCY
SLGN,Silgan Holdings Inc.,SLGN
SEB,Seaboard Corporation,SEB
SWX,"Southwest Gas Holdings, Inc.",SWX
LPX,Louisiana-Pacific Corporation,LPX
CR,"Crane Holdings, Co.",CR
STAA,STAAR Surgical Company,STAA
AWI,Armstrong World Industries Inc,AWI
VERX,"Vertex, Inc.",VERX
TRUP,"Trupanion, Inc.",TRUP
NFG,National Fuel Gas Company,NFG
HAIN,"The Hain Celestial Group, Inc.",HAIN
BXMT,"Blackstone Mortgage Trust, Inc.",BXMT
FCN,"FTI Consulting, Inc.",FCN
ENSG,"The Ensign Group, Inc.",ENSG
GTES,Gates Industrial Corporation pl,GTES
POR,Portland General Electric Co,POR
DOC,Physicians Realty Trust,DOC
RYN,Rayonier Inc. REIT,RYN
HYLN,Hyliion Holdings Corp.,HYLN
MUSA,Murphy USA Inc.,MUSA
ALTR,Altair Engineering Inc.,ALTR
VLY,Valley National Bancorp,VLY
ORA,"Ormat Technologies, Inc.",ORA
LPSN,"LivePerson, Inc.",LPSN
TIGO,Millicom International Cellular,TIGO
RPD,"Rapid7, Inc.",RPD
FGEN,"FibroGen, Inc",FGEN
UNF,Unifirst Corporation,UNF
VRNT,Verint Systems Inc.,VRNT
NVT,nVent Electric plc,NVT
QRTEA,Liberty Interactive Corporation,QRTEA
PSB,"PS Business Parks, Inc. (MD)",PSB
SIGI,"Selective Insurance Group, Inc.",SIGI
CNNE,"Cannae Holdings, Inc.",CNNE
JAMF,Jamf Holding Corp.,JAMF
VIR,"Vir Biotechnology, Inc.",VIR
TENB,"Tenable Holdings, Inc.",TENB
PK,Park Hotels & Resorts Inc.,PK
SWCH,"Switch, Inc.",SWCH
DCPH,"Deciphera Pharmaceuticals, Inc.",DCPH
OZK,Bank OZK,OZK
RDN,Radian Group Inc.,RDN
ACIW,"ACI Worldwide, Inc.",ACIW
BAND,Bandwidth Inc.,BAND
PRLB,"Proto Labs, Inc.",PRLB
EVR,Evercore Inc.,EVR
ADC,Agree Realty Corporation,ADC
SAFE,Safehold Inc.,SAFE
NRZ,New Residential Investment Corp,NRZ
FTI,TechnipFMC plc,FTI
SPWR,SunPower Corporation,SPWR
CEF,304800,CEF
TRIP,"TripAdvisor, Inc.",TRIP
API,"Agora, Inc.",API
APAM,Artisan Partners Asset Manageme,APAM
CLF,Cleveland-Cliffs Inc.,CLF
CBD,Companhia Brasileira de Distrib,CBD
TREE,"LendingTree, Inc.",TREE
GO,Grocery Outlet Holding Corp.,GO
KBH,KB Home,KBH
GTLS,"Chart Industries, Inc.",GTLS
AA,Alcoa Corporation,AA
LMND,"Lemonade, Inc.",LMND
BAK,Braskem SA,BAK
ELP,Companhia Paranaense de Energia,ELP
WDFC,WD-40 Company,WDFC
WBS,Webster Financial Corporation,WBS
LEGN,Legend Biotech Corporation,LEGN
QLYS,"Qualys, Inc.",QLYS
VICR,Vicor Corporation,VICR
HRB,"H&R Block, Inc.",HRB
CRSR,"Corsair Gaming, Inc.",CRSR
